ensemble_size,ensemble_dir,filters,kernels,strides,model_config,logit_total_bits,activation_total_bits,val_loss,val_accuracy,num_parameters
1,model_12,"[8, 8]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,8,2.2169322967529297,0.18080000579357147,83421
1,model_13,"[8, 8]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,8,2.0024561882019043,0.3093999922275543,83421
1,model_14,"[8, 8]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,8,1.5943814516067505,0.43970000743865967,83421
1,model_15,"[8, 8]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,8,1.3198442459106445,0.5403000116348267,83421
1,model_16,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,2,2.2668616771698,0.12300000339746475,6621
1,model_17,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,2,2.010253429412842,0.2587999999523163,6621
1,model_18,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,2,1.410864233970642,0.5092999935150146,6621
1,model_19,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,2,1.3258544206619263,0.5253000259399414,6621
1,model_20,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,4,2.2599165439605713,0.14650000631809235,6621
1,model_21,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,4,2.0308964252471924,0.25529998540878296,6621
1,model_22,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,4,1.434311866760254,0.4885999858379364,6621
1,model_23,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,4,1.2717385292053223,0.5475999712944031,6621
1,model_24,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,6,2.30259108543396,0.10000000149011612,6621
1,model_25,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,6,1.9483695030212402,0.3296000063419342,6621
1,model_26,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,6,1.4185247421264648,0.49900001287460327,6621
1,model_27,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,6,1.2596997022628784,0.5561000108718872,6621
1,model_28,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,8,2.287729263305664,0.11219999939203262,6621
1,model_29,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,8,2.0577352046966553,0.28630000352859497,6621
1,model_30,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,8,1.4064615964889526,0.49709999561309814,6621
1,model_31,"[8, 8]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [8, 8], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,8,1.2737672328948975,0.5548999905586243,6621
1,model_32,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,2,2.302549362182617,0.09709999710321426,125989
1,model_33,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,2,2.30263352394104,0.10000000149011612,125989
1,model_34,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,2,1.7559398412704468,0.45010000467300415,125989
1,model_35,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,2,1.3213645219802856,0.5497999787330627,125989
1,model_36,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,4,2.2025983333587646,0.1826999932527542,125989
1,model_37,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,4,2.0488531589508057,0.2816999852657318,125989
1,model_38,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,4,1.5988761186599731,0.4595000147819519,125989
1,model_39,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,4,1.221377968788147,0.5795999765396118,125989
1,model_40,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,6,2.2892818450927734,0.18790000677108765,125989
1,model_41,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,6,2.05613112449646,0.26750001311302185,125989
1,model_42,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,6,1.537642002105713,0.46650001406669617,125989
1,model_43,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,6,1.2414110898971558,0.5827999711036682,125989
1,model_44,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,8,2.216339588165283,0.18299999833106995,125989
1,model_45,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,8,2.0029842853546143,0.26899999380111694,125989
1,model_46,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,8,1.461006760597229,0.4916999936103821,125989
1,model_47,"[12, 12]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,8,1.258967638015747,0.5566999912261963,125989
1,model_48,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,2,2.2237162590026855,0.18870000541210175,10789
1,model_49,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,2,1.9482073783874512,0.27720001339912415,10789
1,model_50,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,2,1.3668204545974731,0.5317999720573425,10789
1,model_51,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,2,1.2188869714736938,0.5803999900817871,10789
1,model_52,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,4,2.305310010910034,0.13189999759197235,10789
1,model_53,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,4,1.9874604940414429,0.3027999997138977,10789
1,model_54,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,4,1.3852015733718872,0.5223000049591064,10789
1,model_55,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,4,1.2254199981689453,0.5722000002861023,10789
1,model_56,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,6,2.3089914321899414,0.1615000069141388,10789
1,model_57,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,6,1.969218134880066,0.3149000108242035,10789
1,model_58,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,6,1.304373025894165,0.5519000291824341,10789
1,model_59,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,6,1.2154628038406372,0.5759000182151794,10789
1,model_60,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,8,2.231861114501953,0.13660000264644623,10789
1,model_61,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,8,1.9155935049057007,0.3407000005245209,10789
1,model_62,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,8,1.3210631608963013,0.5376999974250793,10789
1,model_63,"[12, 12]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [12, 12], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,8,1.2339582443237305,0.5681999921798706,10789
1,model_64,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,2,2.3234317302703857,0.10840000212192535,169133
1,model_65,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,2,2.329688787460327,0.09809999912977219,169133
1,model_66,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,2,1.8394863605499268,0.4537000060081482,169133
1,model_67,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,2,1.2996516227722168,0.5467000007629395,169133
1,model_68,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,4,2.2397892475128174,0.15850000083446503,169133
1,model_69,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,4,2.1530139446258545,0.24650000035762787,169133
1,model_70,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,4,1.5997437238693237,0.47839999198913574,169133
1,model_71,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,4,1.2453045845031738,0.5892000198364258,169133
1,model_72,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,6,2.260892152786255,0.20090000331401825,169133
1,model_73,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,6,2.1395208835601807,0.25429999828338623,169133
1,model_74,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,6,1.4845081567764282,0.5058000087738037,169133
1,model_75,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,6,1.2027372121810913,0.579200029373169,169133
1,model_76,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,8,2.1737401485443115,0.227400004863739,169133
1,model_77,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,8,2.05416202545166,0.28619998693466187,169133
1,model_78,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,8,1.5006734132766724,0.47119998931884766,169133
1,model_79,"[16, 16]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,8,1.239255666732788,0.5828999876976013,169133
1,model_80,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,2,2.2894065380096436,0.1160999983549118,15533
1,model_81,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,2,2.1961538791656494,0.2037999927997589,15533
1,model_82,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,2,1.3126542568206787,0.5544999837875366,15533
1,model_83,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,2,1.2246382236480713,0.565500020980835,15533
1,model_84,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,4,2.2930004596710205,0.13609999418258667,15533
1,model_85,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,4,1.9849531650543213,0.2980000078678131,15533
1,model_86,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,4,1.2994064092636108,0.5604000091552734,15533
1,model_87,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,4,1.2065037488937378,0.5863999724388123,15533
1,model_88,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,6,2.2961723804473877,0.17569999396800995,15533
1,model_89,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,6,2.0111043453216553,0.3125999867916107,15533
1,model_90,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,6,1.3064002990722656,0.5522000193595886,15533
1,model_91,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,6,1.1889086961746216,0.6046000123023987,15533
