ensemble_size,ensemble_dir,filters,kernels,strides,model_config,logit_total_bits,activation_total_bits,val_loss,val_accuracy,num_parameters
1,model_92,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,8,2.2490410804748535,0.14219999313354492,15533
1,model_93,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,8,1.9083949327468872,0.3476000130176544,15533
1,model_94,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,8,1.2879047393798828,0.5663999915122986,15533
1,model_95,"[16, 16]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,8,1.1686819791793823,0.6055999994277954,15533
1,model_96,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,2,2.4469752311706543,0.11990000307559967,257149
1,model_97,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,2,2.0850486755371094,0.2766999900341034,257149
1,model_98,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,2,1.8857158422470093,0.4368000030517578,257149
1,model_99,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,2,1.1789984703063965,0.5982999801635742,257149
1,model_100,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,4,2.3810532093048096,0.13109999895095825,257149
1,model_101,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,4,2.0994694232940674,0.2451999932527542,257149
1,model_102,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,4,1.683523416519165,0.4878999888896942,257149
1,model_103,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,4,1.2137632369995117,0.5795000195503235,257149
1,model_104,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,6,2.304070234298706,0.22990000247955322,257149
1,model_105,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,6,2.070267677307129,0.2603999972343445,257149
1,model_106,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,6,1.655651569366455,0.49070000648498535,257149
1,model_107,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,6,1.1815977096557617,0.5985000133514404,257149
1,model_108,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",2,8,2.215749979019165,0.22290000319480896,257149
1,model_109,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",4,8,2.1227622032165527,0.32019999623298645,257149
1,model_110,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",6,8,1.6073321104049683,0.48980000615119934,257149
1,model_111,"[24, 24]","[3, 3, 3]","[""111""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111""]}",8,8,1.208998441696167,0.5820000171661377,257149
1,model_112,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,2,2.219883918762207,0.12099999934434891,26749
1,model_113,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,2,1.9590883255004883,0.2727999985218048,26749
1,model_114,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,2,1.2910979986190796,0.5741999745368958,26749
1,model_115,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,2,1.1960651874542236,0.5922999978065491,26749
1,model_116,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,4,2.282965898513794,0.1574999988079071,26749
1,model_117,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,4,1.9964263439178467,0.31679999828338623,26749
1,model_118,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,4,1.307321310043335,0.5440999865531921,26749
1,model_119,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,4,1.194659948348999,0.6074000000953674,26749
1,model_120,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,6,2.2875723838806152,0.19939999282360077,26749
1,model_121,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,6,2.0329291820526123,0.3400999903678894,26749
1,model_122,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,6,1.2892934083938599,0.5579000115394592,26749
1,model_123,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,6,1.1844420433044434,0.605400025844574,26749
1,model_124,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",2,8,2.2601723670959473,0.1454000025987625,26749
1,model_125,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",4,8,1.9710755348205566,0.3659999966621399,26749
1,model_126,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",6,8,1.2760682106018066,0.5788000226020813,26749
1,model_127,"[24, 24]","[3, 3, 3]","[""411""]","{""avg_pooling"": 0, ""filters"": [24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""411""]}",8,8,1.1848069429397583,0.5956000089645386,26749
1,model_128,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,2,2.30259108543396,0.10000000149011612,46223
1,model_129,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,2,2.30259108543396,0.10000000149011612,46223
1,model_130,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,2,1.400847315788269,0.5637000203132629,46223
1,model_131,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,2,1.2013142108917236,0.5838000178337097,46223
1,model_132,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,4,2.30259108543396,0.10000000149011612,46223
1,model_133,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,4,2.30259108543396,0.10000000149011612,46223
1,model_134,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,4,1.4082200527191162,0.527999997138977,46223
1,model_135,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,4,1.22047758102417,0.5717999935150146,46223
1,model_136,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,6,2.30259108543396,0.10000000149011612,46223
1,model_137,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,6,2.302755117416382,0.10000000149011612,46223
1,model_138,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,6,1.4298163652420044,0.5238999724388123,46223
1,model_139,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,6,1.2417685985565186,0.5698999762535095,46223
1,model_140,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,8,2.30259108543396,0.10000000149011612,46223
1,model_141,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,8,2.2990825176239014,0.09989999979734421,46223
1,model_142,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,8,1.4244476556777954,0.5078999996185303,46223
1,model_143,"[8, 8, 16, 16]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [8, 8, 16, 16], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,8,1.167904257774353,0.5940999984741211,46223
1,model_144,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,2,2.30259108543396,0.10000000149011612,72879
1,model_145,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,2,2.30259108543396,0.10000000149011612,72879
1,model_146,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,2,1.442604422569275,0.5582000017166138,72879
1,model_147,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,2,1.1816481351852417,0.5995000004768372,72879
1,model_148,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,4,2.30259108543396,0.10000000149011612,72879
1,model_149,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,4,2.5940701961517334,0.10000000149011612,72879
1,model_150,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,4,1.319145917892456,0.5656999945640564,72879
1,model_151,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,4,1.1628336906433105,0.6111999750137329,72879
1,model_152,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,6,2.30259108543396,0.10000000149011612,72879
1,model_153,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,6,2.1622626781463623,0.16740000247955322,72879
1,model_154,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,6,1.3618650436401367,0.546999990940094,72879
1,model_155,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,6,1.1363188028335571,0.6087999939918518,72879
1,model_156,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,8,2.30259108543396,0.10000000149011612,72879
1,model_157,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,8,2.7508797645568848,0.15289999544620514,72879
1,model_158,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,8,1.3257900476455688,0.5557000041007996,72879
1,model_159,"[12, 12, 24, 24]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [12, 12, 24, 24], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,8,1.1430696249008179,0.6085000038146973,72879
1,model_160,"[16, 16, 32, 32]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [16, 16, 32, 32], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",2,2,2.30259108543396,0.10000000149011612,101903
1,model_161,"[16, 16, 32, 32]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [16, 16, 32, 32], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",4,2,2.3025920391082764,0.10000000149011612,101903
1,model_162,"[16, 16, 32, 32]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [16, 16, 32, 32], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",6,2,1.4355100393295288,0.5771999955177307,101903
1,model_163,"[16, 16, 32, 32]","[3, 3, 3, 3, 3, 1]","[""111"", ""212""]","{""avg_pooling"": 0, ""filters"": [16, 16, 32, 32], ""final_activation"": 1, ""kernels"": [3, 3, 3, 3, 3, 1], ""l1"": 0, ""l2"": 0.0001, ""name"": ""resnet_v1_eembc_quantized"", ""skip"": 1, ""strides"": [""111"", ""212""]}",8,2,1.1276670694351196,0.6233999729156494,101903
